order_id,customer_id,region_x,category,product,sales_rep_id,order_date,quantity,unit_price,total_amount,sales_amount,customer_name,age,gender,region_y,join_date,rep_name,region,hire_date
ORD03083,CUST0809,West,Food,Rice,EMP083,2022-08-09,9,796.44,7167.960000000001,7167.960000000001,Customer_CUST0809,46,Female,North,2020-09-19,Employee_EMP083,North,2020-09-29
ORD03084,CUST0413,West,Sports,Shoes,EMP050,2023-05-09,3,278.67,836.01,836.01,Customer_CUST0413,27,Female,South,2022-11-27,Employee_EMP050,West,2021-09-09
ORD03085,CUST0855,East,Furniture,Table,EMP033,2023-06-06,7,979.94,6859.58,6859.58,Customer_CUST0855,38,Male,South,2023-05-09,Employee_EMP033,East,2023-11-24
ORD03086,CUST0568,North,Electronics,Camera,EMP053,2022-07-11,2,888.98,1777.96,1777.96,Customer_CUST0568,20,Female,West,2023-04-26,Employee_EMP053,North,2024-09-08
ORD03087,CUST0892,East,Sports,Gloves,EMP056,2023-05-14,1,109.75,109.75,109.75,Customer_CUST0892,23,Male,West,2022-04-22,Employee_EMP056,South,2020-12-16
ORD03088,CUST0751,North,Electronics,Tablet,EMP063,2023-08-30,3,476.89,1430.67,1430.67,Customer_CUST0751,54,Female,South,2024-01-06,Employee_EMP063,South,2022-07-23
ORD03089,CUST0744,West,Furniture,Table,EMP012,2023-08-11,6,136.04,816.24,816.24,Customer_CUST0744,41,Male,South,2021-07-10,Employee_EMP012,North,2022-03-29
ORD03090,CUST0956,West,Food,Milk,EMP047,2022-01-25,9,960.66,8645.94,8645.94,Customer_CUST0956,24,Female,West,2023-12-10,Employee_EMP047,East,2019-12-16
ORD03091,CUST0720,West,Electronics,Camera,EMP044,2022-01-12,1,364.78,364.78,364.78,Customer_CUST0720,48,Male,South,2020-12-15,Employee_EMP044,West,2018-05-05
ORD03092,CUST0137,South,Clothing,Dress,EMP030,2022-05-16,4,646.35,2585.4,2585.4,Customer_CUST0137,42,Male,North,2023-02-10,Employee_EMP030,North,2022-09-20
ORD03093,CUST0548,North,Sports,Shoes,EMP019,2022-03-27,7,635.46,4448.22,4448.22,Customer_CUST0548,29,Female,North,2020-02-09,Employee_EMP019,West,2021-02-20
ORD03094,CUST0324,West,Clothing,Shoes,EMP100,2022-06-29,4,949.17,3796.68,3796.68,Customer_CUST0324,18,Female,South,2020-08-20,Employee_EMP100,South,2021-01-29
ORD03095,CUST0890,West,Clothing,Shoes,EMP090,2022-01-21,5,161.6,808.0,808.0,Customer_CUST0890,21,Male,South,2022-09-15,Employee_EMP090,East,2022-01-05
ORD03096,CUST0305,North,Clothing,Jacket,EMP044,2023-08-01,7,340.03,2380.21,2380.21,Customer_CUST0305,21,Female,East,2020-12-03,Employee_EMP044,West,2018-05-05
ORD03097,CUST0204,East,Sports,Shoes,EMP056,2022-05-25,4,574.96,2299.84,2299.84,Customer_CUST0204,45,Male,East,2023-06-22,Employee_EMP056,South,2020-12-16
ORD03098,CUST0521,South,Furniture,Table,EMP022,2022-12-20,2,718.28,1436.56,1436.56,Customer_CUST0521,42,Female,North,2023-09-19,Employee_EMP022,East,2020-01-06
ORD03099,CUST0129,South,Sports,Shoes,EMP021,2023-08-01,7,289.67,2027.69,2027.69,Customer_CUST0129,42,Male,West,2020-10-06,Employee_EMP021,South,2024-03-21
ORD03100,CUST0903,West,Sports,Shoes,EMP035,2023-11-29,2,733.11,1466.22,1466.22,Customer_CUST0903,63,Female,South,2020-10-16,Employee_EMP035,North,2023-04-27
ORD03101,CUST0105,West,Food,Snacks,EMP057,2022-02-11,9,320.64,2885.76,2885.76,Customer_CUST0105,48,Male,East,2022-08-22,Employee_EMP057,South,2022-10-19
ORD03102,CUST0495,North,Electronics,Tablet,EMP023,2023-06-13,9,741.41,6672.69,6672.69,Customer_CUST0495,58,Male,East,2023-03-26,Employee_EMP023,East,2018-09-14
ORD03103,CUST0711,East,Electronics,Mobile,EMP097,2023-04-09,4,664.12,2656.48,2656.48,Customer_CUST0711,21,Male,South,2021-07-22,Employee_EMP097,West,2021-09-18
ORD03104,CUST0853,East,Furniture,Chair,EMP058,2022-04-07,7,732.38,5126.66,5126.66,Customer_CUST0853,31,Female,East,2022-04-30,Employee_EMP058,South,2020-09-27
ORD03105,CUST0842,South,Sports,Football,EMP049,2022-03-15,4,247.31,989.24,989.24,Customer_CUST0842,43,Female,North,2022-09-24,Employee_EMP049,North,2022-02-14
ORD03106,CUST0084,East,Electronics,Camera,EMP005,2022-03-18,4,590.0,2360.0,2360.0,Customer_CUST0084,36,Male,West,2023-02-24,Employee_EMP005,West,2019-06-16
ORD03107,CUST0093,West,Clothing,Dress,EMP037,2022-09-19,8,906.27,7250.16,7250.16,Customer_CUST0093,58,Male,East,2021-11-13,Employee_EMP037,North,2024-03-29
ORD03108,CUST0661,West,Clothing,Pants,EMP079,2022-03-15,1,255.09,255.09,255.09,Customer_CUST0661,35,Female,North,2022-06-18,Employee_EMP079,South,2022-05-24
ORD03109,CUST0017,West,Electronics,Mobile,EMP029,2022-11-28,9,56.94,512.46,512.46,Customer_CUST0017,57,Male,East,2020-08-01,Employee_EMP029,West,2019-03-14
ORD03110,CUST0415,North,Furniture,Sofa,EMP043,2023-10-30,7,962.68,6738.759999999999,6738.759999999999,Customer_CUST0415,54,Male,West,2022-07-26,Employee_EMP043,North,2018-10-05
ORD03111,CUST0968,East,Sports,Football,EMP021,2022-11-09,4,744.89,2979.56,2979.56,Customer_CUST0968,61,Female,West,2022-06-02,Employee_EMP021,South,2024-03-21
ORD03112,CUST0982,West,Furniture,Chair,EMP023,2022-09-02,2,504.62,1009.24,1009.24,Customer_CUST0982,23,Male,North,2020-01-27,Employee_EMP023,East,2018-09-14
ORD03113,CUST0586,West,Electronics,Camera,EMP006,2023-06-12,6,974.01,5844.059999999999,5844.059999999999,Customer_CUST0586,49,Female,South,2024-01-02,Employee_EMP006,West,2023-04-29
ORD03114,CUST0925,West,Sports,Tennis Racket,EMP041,2023-04-10,6,337.71,2026.26,2026.26,Customer_CUST0925,43,Female,West,2023-04-10,Employee_EMP041,South,2023-01-14
ORD03115,CUST0709,North,Clothing,Dress,EMP048,2022-03-07,7,319.63,2237.41,2237.41,Customer_CUST0709,41,Female,East,2022-03-31,Employee_EMP048,West,2023-07-04
ORD03116,CUST0280,South,Electronics,Tablet,EMP016,2023-02-07,6,534.54,3207.24,3207.24,Customer_CUST0280,41,Female,West,2023-11-19,Employee_EMP016,West,2020-10-28
ORD03117,CUST0236,West,Clothing,Jacket,EMP024,2022-10-01,7,632.62,4428.34,4428.34,Customer_CUST0236,58,Male,North,2021-10-14,Employee_EMP024,West,2020-04-12
ORD03118,CUST0701,South,Clothing,Dress,EMP098,2023-10-13,7,658.39,4608.73,4608.73,Customer_CUST0701,43,Male,North,2023-06-25,Employee_EMP098,West,2021-02-27
ORD03119,CUST0262,North,Furniture,Table,EMP067,2023-02-18,9,868.68,7818.12,7818.12,Customer_CUST0262,19,Male,South,2023-11-11,Employee_EMP067,North,2018-12-25
ORD03120,CUST0990,West,Furniture,Chair,EMP092,2022-11-03,2,780.59,1561.18,1561.18,Customer_CUST0990,49,Female,West,2022-10-14,Employee_EMP092,South,2019-10-14
ORD03121,CUST0322,West,Clothing,Dress,EMP045,2022-09-15,6,971.2,5827.200000000001,5827.200000000001,Customer_CUST0322,62,Male,North,2022-06-05,Employee_EMP045,East,2021-09-05
ORD03122,CUST0656,East,Furniture,Table,EMP032,2023-12-10,4,684.65,2738.6,2738.6,Customer_CUST0656,52,Female,North,2022-07-24,Employee_EMP032,North,2022-08-12
ORD03123,CUST0019,North,Clothing,Pants,EMP084,2022-05-13,4,619.57,2478.28,2478.28,Customer_CUST0019,25,Male,North,2020-08-25,Employee_EMP084,West,2020-02-22
ORD03124,CUST0723,West,Clothing,Shoes,EMP015,2022-04-03,6,410.11,2460.66,2460.66,Customer_CUST0723,59,Female,East,2023-01-08,Employee_EMP015,South,2023-09-03
ORD03125,CUST0250,North,Furniture,Bed,EMP081,2022-07-27,3,45.85,137.55,137.55,Customer_CUST0250,36,Male,East,2020-11-08,Employee_EMP081,North,2018-11-25
ORD03126,CUST0872,West,Furniture,Cupboard,EMP058,2022-11-14,1,711.59,711.59,711.59,Customer_CUST0872,60,Male,West,2023-12-30,Employee_EMP058,South,2020-09-27
ORD03127,CUST0419,East,Furniture,Cupboard,EMP058,2023-03-30,8,783.44,6267.52,6267.52,Customer_CUST0419,49,Female,East,2022-10-09,Employee_EMP058,South,2020-09-27
ORD03128,CUST0928,North,Clothing,Shirt,EMP049,2023-01-02,9,249.19,2242.71,2242.71,Customer_CUST0928,27,Female,West,2020-04-20,Employee_EMP049,North,2022-02-14
ORD03129,CUST0483,South,Furniture,Sofa,EMP064,2022-05-12,8,896.7,7173.6,7173.6,Customer_CUST0483,40,Female,East,2023-11-20,Employee_EMP064,East,2020-06-30
ORD03130,CUST0488,North,Clothing,Dress,EMP030,2023-01-11,3,189.44,568.3199999999999,568.3199999999999,Customer_CUST0488,25,Female,North,2022-11-12,Employee_EMP030,North,2022-09-20
ORD03131,CUST0874,East,Furniture,Bed,EMP017,2022-02-03,4,134.93,539.72,539.72,Customer_CUST0874,56,Female,West,2022-05-14,Employee_EMP017,West,2018-08-16
ORD03132,CUST0704,North,Electronics,Camera,EMP062,2023-01-01,5,485.29,2426.45,2426.45,Customer_CUST0704,46,Female,West,2021-06-07,Employee_EMP062,West,2020-11-03
ORD03133,CUST0908,North,Clothing,Dress,EMP005,2023-04-18,1,486.13,486.13,486.13,Customer_CUST0908,54,Female,West,2022-07-14,Employee_EMP005,West,2019-06-16
ORD03134,CUST0881,West,Food,Juice,EMP066,2022-06-24,7,29.31,205.17,205.17,Customer_CUST0881,57,Male,North,2020-01-24,Employee_EMP066,South,2023-09-28
ORD03135,CUST0084,West,Food,Juice,EMP020,2023-02-07,3,986.83,2960.49,2960.49,Customer_CUST0084,36,Male,West,2023-02-24,Employee_EMP020,South,2021-01-18
ORD03136,CUST0225,South,Food,Rice,EMP070,2023-08-03,2,206.9,413.8,413.8,Customer_CUST0225,43,Male,South,2023-01-28,Employee_EMP070,East,2020-12-12
ORD03137,CUST0307,South,Furniture,Sofa,EMP003,2023-09-23,9,295.27,2657.43,2657.43,Customer_CUST0307,38,Male,East,2022-10-30,Employee_EMP003,West,2023-06-03
ORD03138,CUST0244,West,Furniture,Cupboard,EMP061,2022-01-08,1,733.21,733.21,733.21,Customer_CUST0244,34,Female,South,2021-02-14,Employee_EMP061,East,2021-01-13
ORD03139,CUST0503,North,Electronics,Tablet,EMP024,2022-12-07,8,103.82,830.56,830.56,Customer_CUST0503,48,Male,North,2022-03-01,Employee_EMP024,West,2020-04-12
ORD03140,CUST0540,West,Clothing,Pants,EMP061,2023-11-26,9,11.79,106.11,106.11,Customer_CUST0540,34,Female,East,2021-02-22,Employee_EMP061,East,2021-01-13
ORD03141,CUST0205,North,Sports,Shoes,EMP093,2022-04-03,5,347.04,1735.2,1735.2,Customer_CUST0205,34,Female,East,2021-09-29,Employee_EMP093,North,2024-07-08
ORD03142,CUST0062,North,Furniture,Chair,EMP003,2022-09-25,1,528.31,528.31,528.31,Customer_CUST0062,39,Female,East,2021-04-04,Employee_EMP003,West,2023-06-03
ORD03143,CUST0795,West,Electronics,Headphones,EMP004,2023-06-13,6,401.04,2406.24,2406.24,Customer_CUST0795,31,Male,South,2024-01-11,Employee_EMP004,South,2023-09-08
ORD03144,CUST0057,North,Electronics,Tablet,EMP099,2022-07-29,1,357.23,357.23,357.23,Customer_CUST0057,28,Female,East,2023-09-22,Employee_EMP099,North,2023-11-13
ORD03145,CUST0852,East,Electronics,Laptop,EMP100,2023-12-13,8,586.58,4692.64,4692.64,Customer_CUST0852,20,Female,East,2023-10-01,Employee_EMP100,South,2021-01-29
ORD03146,CUST0958,North,Electronics,Tablet,EMP097,2023-02-20,8,571.34,4570.72,4570.72,Customer_CUST0958,31,Female,North,2021-10-07,Employee_EMP097,West,2021-09-18
ORD03147,CUST0048,South,Electronics,Tablet,EMP073,2023-04-25,6,12.81,76.86,76.86,Customer_CUST0048,36,Male,East,2024-01-15,Employee_EMP073,West,2022-09-16
ORD03148,CUST0251,South,Electronics,Camera,EMP076,2022-01-18,5,383.48,1917.4,1917.4,Customer_CUST0251,48,Female,East,2021-06-11,Employee_EMP076,East,2020-05-28
ORD03149,CUST0735,North,Clothing,Jacket,EMP054,2022-12-12,1,135.76,135.76,135.76,Customer_CUST0735,45,Female,North,2021-11-15,Employee_EMP054,East,2020-02-12
ORD03150,CUST0672,East,Food,Rice,EMP083,2022-11-15,9,312.36,2811.24,2811.24,Customer_CUST0672,58,Female,West,2020-11-01,Employee_EMP083,North,2020-09-29
ORD03151,CUST0058,South,Electronics,Laptop,EMP090,2022-09-23,4,981.18,3924.72,3924.72,Customer_CUST0058,48,Female,North,2022-09-04,Employee_EMP090,East,2022-01-05
ORD03152,CUST0228,West,Electronics,Tablet,EMP020,2022-03-21,5,899.14,4495.7,4495.7,Customer_CUST0228,19,Female,North,2022-03-21,Employee_EMP020,South,2021-01-18
ORD03153,CUST0869,North,Furniture,Cupboard,EMP002,2022-01-12,1,373.33,373.33,373.33,Customer_CUST0869,20,Male,West,2023-01-02,Employee_EMP002,West,2021-06-09
ORD03154,CUST0695,East,Furniture,Table,EMP039,2022-10-09,3,320.23,960.69,960.69,Customer_CUST0695,59,Male,South,2021-04-03,Employee_EMP039,East,2021-03-28
ORD03155,CUST0120,East,Clothing,Pants,EMP005,2022-09-25,5,736.07,3680.35,3680.35,Customer_CUST0120,25,Female,North,2022-01-06,Employee_EMP005,West,2019-06-16
ORD03156,CUST0396,South,Clothing,Shoes,EMP027,2023-07-24,6,171.48,1028.88,1028.88,Customer_CUST0396,64,Male,East,2023-07-19,Employee_EMP027,North,2020-06-29
ORD03157,CUST0173,East,Food,Bread,EMP019,2022-12-31,3,348.45,1045.35,1045.35,Customer_CUST0173,38,Male,North,2021-09-10,Employee_EMP019,West,2021-02-20
ORD03158,CUST0230,North,Electronics,Laptop,EMP068,2023-04-19,3,585.83,1757.49,1757.49,Customer_CUST0230,26,Male,South,2022-10-15,Employee_EMP068,West,2024-04-08
ORD03159,CUST0178,South,Clothing,Pants,EMP022,2022-02-28,6,429.15,2574.9,2574.9,Customer_CUST0178,51,Male,South,2023-08-24,Employee_EMP022,East,2020-01-06
ORD03160,CUST0530,North,Clothing,Shirt,EMP090,2022-06-29,8,457.35,3658.8,3658.8,Customer_CUST0530,28,Male,East,2022-12-01,Employee_EMP090,East,2022-01-05
ORD03161,CUST0154,South,Sports,Bat,EMP073,2022-05-01,5,705.71,3528.55,3528.55,Customer_CUST0154,51,Male,East,2021-06-24,Employee_EMP073,West,2022-09-16
ORD03162,CUST0635,East,Sports,Football,EMP012,2022-03-10,4,58.66,234.64,234.64,Customer_CUST0635,18,Male,North,2020-05-30,Employee_EMP012,North,2022-03-29
ORD03163,CUST0742,East,Food,Juice,EMP042,2022-08-15,1,334.79,334.79,334.79,Customer_CUST0742,24,Male,West,2023-10-16,Employee_EMP042,South,2021-07-29
ORD03164,CUST0564,South,Sports,Tennis Racket,EMP089,2022-07-03,8,733.11,5864.88,5864.88,Customer_CUST0564,54,Female,North,2021-08-17,Employee_EMP089,West,2024-08-11
ORD03165,CUST0561,North,Clothing,Shoes,EMP048,2022-11-14,6,687.49,4124.940000000001,4124.940000000001,Customer_CUST0561,23,Female,West,2020-07-20,Employee_EMP048,West,2023-07-04
ORD03166,CUST0362,East,Sports,Shoes,EMP058,2022-10-20,5,594.96,2974.8,2974.8,Customer_CUST0362,37,Female,North,2022-04-20,Employee_EMP058,South,2020-09-27
ORD03167,CUST0128,West,Sports,Gloves,EMP003,2023-03-23,3,799.82,2399.46,2399.46,Customer_CUST0128,52,Female,West,2023-12-08,Employee_EMP003,West,2023-06-03
ORD03168,CUST0836,South,Electronics,Tablet,EMP009,2023-02-16,2,212.2,424.4,424.4,Customer_CUST0836,47,Male,North,2020-06-24,Employee_EMP009,North,2018-09-19
ORD03169,CUST0798,South,Clothing,Jacket,EMP050,2023-02-24,1,996.13,996.13,996.13,Customer_CUST0798,18,Male,North,2021-11-08,Employee_EMP050,West,2021-09-09
ORD03170,CUST0831,East,Sports,Football,EMP012,2023-02-28,1,981.22,981.22,981.22,Customer_CUST0831,51,Male,North,2020-12-08,Employee_EMP012,North,2022-03-29
ORD03171,CUST0179,East,Sports,Tennis Racket,EMP039,2023-06-04,5,94.74,473.7,473.7,Customer_CUST0179,27,Female,East,2023-06-15,Employee_EMP039,East,2021-03-28
ORD03172,CUST0419,East,Clothing,Shirt,EMP018,2022-06-08,3,23.81,71.42999999999999,71.42999999999999,Customer_CUST0419,49,Female,East,2022-10-09,Employee_EMP018,North,2019-01-11
ORD03173,CUST0487,East,Electronics,Mobile,EMP038,2022-06-16,4,485.32,1941.28,1941.28,Customer_CUST0487,36,Female,West,2023-01-07,Employee_EMP038,South,2020-11-06
ORD03174,CUST0809,East,Clothing,Pants,EMP057,2022-08-21,7,72.09,504.63,504.63,Customer_CUST0809,46,Female,North,2020-09-19,Employee_EMP057,South,2022-10-19
ORD03175,CUST0008,North,Electronics,Mobile,EMP055,2023-09-26,7,142.42,996.9399999999999,996.9399999999999,Customer_CUST0008,26,Female,West,2020-11-16,Employee_EMP055,West,2024-02-12
ORD03176,CUST0034,South,Electronics,Laptop,EMP010,2022-04-03,9,652.74,5874.66,5874.66,Customer_CUST0034,26,Male,South,2023-09-10,Employee_EMP010,East,2018-01-19
ORD03177,CUST0583,South,Food,Snacks,EMP100,2022-11-26,3,43.31,129.93,129.93,Customer_CUST0583,58,Female,South,2022-06-04,Employee_EMP100,South,2021-01-29
ORD03178,CUST0676,West,Food,Rice,EMP027,2023-10-11,1,187.5,187.5,187.5,Customer_CUST0676,20,Male,South,2021-10-17,Employee_EMP027,North,2020-06-29
ORD03179,CUST0231,North,Sports,Shoes,EMP090,2022-09-22,7,874.82,6123.740000000001,6123.740000000001,Customer_CUST0231,22,Female,South,2022-03-13,Employee_EMP090,East,2022-01-05
ORD03180,CUST0999,South,Clothing,Dress,EMP019,2023-10-08,2,798.88,1597.76,1597.76,Customer_CUST0999,46,Female,West,2020-09-29,Employee_EMP019,West,2021-02-20
ORD03181,CUST0762,East,Sports,Tennis Racket,EMP052,2023-09-29,5,969.74,4848.7,4848.7,Customer_CUST0762,60,Male,South,2020-03-24,Employee_EMP052,East,2023-06-13
ORD03182,CUST0346,South,Clothing,Dress,EMP078,2023-07-16,4,80.21,320.84,320.84,Customer_CUST0346,25,Male,East,2022-03-28,Employee_EMP078,East,2018-01-05
ORD03183,CUST0751,South,Sports,Bat,EMP027,2022-03-10,5,773.61,3868.05,3868.05,Customer_CUST0751,54,Female,South,2024-01-06,Employee_EMP027,North,2020-06-29
ORD03184,CUST0320,East,Furniture,Table,EMP060,2022-05-20,3,956.57,2869.71,2869.71,Customer_CUST0320,39,Male,West,2021-02-25,Employee_EMP060,East,2018-03-15
ORD03185,CUST0446,West,Sports,Tennis Racket,EMP083,2023-07-20,2,215.69,431.38,431.38,Customer_CUST0446,55,Male,West,2020-12-28,Employee_EMP083,North,2020-09-29
ORD03186,CUST0548,South,Clothing,Shirt,EMP041,2023-09-10,9,518.57,4667.13,4667.13,Customer_CUST0548,29,Female,North,2020-02-09,Employee_EMP041,South,2023-01-14
ORD03187,CUST0039,North,Food,Snacks,EMP007,2022-12-08,5,49.93,249.65,249.65,Customer_CUST0039,24,Female,North,2023-04-26,Employee_EMP007,West,2018-05-20
ORD03188,CUST0002,South,Electronics,Tablet,EMP021,2023-10-24,6,993.22,5959.32,5959.32,Customer_CUST0002,40,Male,South,2021-09-26,Employee_EMP021,South,2024-03-21
ORD03189,CUST0042,West,Food,Milk,EMP082,2023-12-21,3,513.45,1540.35,1540.35,Customer_CUST0042,29,Female,West,2022-01-27,Employee_EMP082,East,2023-11-16
ORD03190,CUST0311,South,Furniture,Chair,EMP065,2023-11-13,2,643.56,1287.12,1287.12,Customer_CUST0311,23,Female,West,2022-11-03,Employee_EMP065,North,2020-03-04
ORD03191,CUST0547,North,Clothing,Jacket,EMP049,2022-05-26,3,401.79,1205.37,1205.37,Customer_CUST0547,18,Female,North,2023-08-11,Employee_EMP049,North,2022-02-14
ORD03192,CUST0377,South,Food,Milk,EMP073,2022-11-07,9,749.28,6743.52,6743.52,Customer_CUST0377,56,Male,West,2022-05-24,Employee_EMP073,West,2022-09-16
ORD03193,CUST0776,South,Furniture,Sofa,EMP066,2023-05-07,4,139.62,558.48,558.48,Customer_CUST0776,18,Female,North,2021-05-23,Employee_EMP066,South,2023-09-28
ORD03194,CUST0443,West,Furniture,Cupboard,EMP043,2023-01-17,8,214.01,1712.08,1712.08,Customer_CUST0443,62,Male,North,2024-01-23,Employee_EMP043,North,2018-10-05
ORD03195,CUST0490,South,Furniture,Sofa,EMP074,2023-01-01,5,74.35,371.75,371.75,Customer_CUST0490,48,Male,West,2021-02-17,Employee_EMP074,East,2022-07-27
ORD03196,CUST0043,North,Clothing,Jacket,EMP048,2022-12-05,5,134.68,673.4000000000001,673.4000000000001,Customer_CUST0043,62,Male,North,2022-02-02,Employee_EMP048,West,2023-07-04
ORD03197,CUST0517,South,Furniture,Bed,EMP034,2023-05-07,5,865.59,4327.95,4327.95,Customer_CUST0517,57,Male,North,2020-11-22,Employee_EMP034,North,2019-09-07
ORD03198,CUST0283,East,Food,Juice,EMP007,2022-12-25,6,434.38,2606.28,2606.28,Customer_CUST0283,44,Female,South,2022-07-27,Employee_EMP007,West,2018-05-20
ORD03199,CUST0421,East,Furniture,Sofa,EMP041,2022-06-19,2,404.42,808.84,808.84,Customer_CUST0421,60,Female,West,2022-11-05,Employee_EMP041,South,2023-01-14
ORD03200,CUST0914,South,Clothing,Shirt,EMP088,2022-09-17,8,178.29,1426.32,1426.32,Customer_CUST0914,49,Male,North,2021-10-04,Employee_EMP088,West,2022-03-08
ORD03201,CUST0192,South,Furniture,Sofa,EMP083,2023-06-13,2,611.88,1223.76,1223.76,Customer_CUST0192,40,Female,West,2022-08-16,Employee_EMP083,North,2020-09-29
ORD03202,CUST0118,North,Furniture,Cupboard,EMP013,2022-08-06,7,22.3,156.1,156.1,Customer_CUST0118,51,Female,South,2020-07-27,Employee_EMP013,West,2022-01-28
ORD03203,CUST0018,North,Food,Rice,EMP050,2023-02-21,6,42.5,255.0,255.0,Customer_CUST0018,44,Male,South,2023-11-04,Employee_EMP050,West,2021-09-09
ORD03204,CUST0263,North,Food,Snacks,EMP084,2023-02-22,5,831.73,4158.65,4158.65,Customer_CUST0263,47,Male,East,2020-03-12,Employee_EMP084,West,2020-02-22
ORD03205,CUST0450,North,Clothing,Pants,EMP015,2023-11-14,4,853.91,3415.64,3415.64,Customer_CUST0450,24,Female,West,2020-02-02,Employee_EMP015,South,2023-09-03
ORD03206,CUST0273,East,Sports,Football,EMP077,2022-09-13,1,205.34,205.34,205.34,Customer_CUST0273,20,Male,South,2022-04-11,Employee_EMP077,North,2024-04-21
ORD03207,CUST0691,West,Sports,Football,EMP003,2022-08-23,9,535.55,4819.95,4819.95,Customer_CUST0691,42,Female,South,2023-10-20,Employee_EMP003,West,2023-06-03
ORD03208,CUST0828,South,Sports,Football,EMP076,2023-03-30,9,999.71,8997.39,8997.39,Customer_CUST0828,49,Female,South,2023-11-20,Employee_EMP076,East,2020-05-28
ORD03209,CUST0173,East,Furniture,Sofa,EMP039,2022-01-24,9,368.15,3313.35,3313.35,Customer_CUST0173,38,Male,North,2021-09-10,Employee_EMP039,East,2021-03-28
ORD03210,CUST0616,North,Food,Rice,EMP042,2023-08-15,6,629.91,3779.46,3779.46,Customer_CUST0616,31,Female,West,2022-06-26,Employee_EMP042,South,2021-07-29
ORD03211,CUST0848,North,Electronics,Headphones,EMP042,2023-04-27,6,968.18,5809.08,5809.08,Customer_CUST0848,47,Female,South,2020-10-17,Employee_EMP042,South,2021-07-29
ORD03212,CUST0289,West,Food,Milk,EMP046,2023-02-02,7,121.97,853.79,853.79,Customer_CUST0289,59,Female,South,2023-06-01,Employee_EMP046,South,2019-11-06
ORD03213,CUST0173,West,Clothing,Jacket,EMP075,2023-07-31,4,692.35,2769.4,2769.4,Customer_CUST0173,38,Male,North,2021-09-10,Employee_EMP075,North,2023-10-05
ORD03214,CUST0905,North,Food,Juice,EMP099,2023-11-28,2,584.93,1169.86,1169.86,Customer_CUST0905,40,Female,West,2023-03-14,Employee_EMP099,North,2023-11-13
ORD03215,CUST0874,West,Food,Bread,EMP040,2022-06-07,2,179.05,358.1,358.1,Customer_CUST0874,56,Female,West,2022-05-14,Employee_EMP040,East,2020-08-17
ORD03216,CUST0042,East,Furniture,Bed,EMP042,2022-08-15,7,429.2,3004.4,3004.4,Customer_CUST0042,29,Female,West,2022-01-27,Employee_EMP042,South,2021-07-29
ORD03217,CUST0175,West,Food,Rice,EMP072,2023-06-14,8,666.28,5330.24,5330.24,Customer_CUST0175,55,Male,West,2021-03-05,Employee_EMP072,North,2022-04-25
ORD03218,CUST0727,South,Furniture,Table,EMP020,2023-10-14,1,265.36,265.36,265.36,Customer_CUST0727,56,Male,North,2020-02-02,Employee_EMP020,South,2021-01-18
ORD03219,CUST0286,West,Sports,Gloves,EMP015,2022-04-02,6,975.77,5854.62,5854.62,Customer_CUST0286,46,Male,West,2021-10-10,Employee_EMP015,South,2023-09-03
ORD03220,CUST0811,North,Clothing,Shoes,EMP011,2022-07-11,9,475.67,4281.03,4281.03,Customer_CUST0811,40,Female,North,2020-05-21,Employee_EMP011,West,2023-08-22
ORD03221,CUST0232,West,Furniture,Sofa,EMP092,2022-08-26,7,769.04,5383.28,5383.28,Customer_CUST0232,46,Male,West,2021-02-03,Employee_EMP092,South,2019-10-14
ORD03222,CUST0083,North,Clothing,Shoes,EMP085,2022-10-07,3,748.79,2246.37,2246.37,Customer_CUST0083,55,Male,North,2023-10-21,Employee_EMP085,West,2019-07-31
ORD03223,CUST0926,North,Clothing,Dress,EMP060,2023-01-06,9,73.89,665.01,665.01,Customer_CUST0926,37,Female,West,2024-01-31,Employee_EMP060,East,2018-03-15
ORD03224,CUST0546,South,Electronics,Headphones,EMP040,2023-11-07,6,364.24,2185.44,2185.44,Customer_CUST0546,42,Female,West,2021-07-15,Employee_EMP040,East,2020-08-17
ORD03225,CUST0013,North,Sports,Bat,EMP038,2022-08-09,8,809.14,6473.12,6473.12,Customer_CUST0013,43,Female,West,2023-10-25,Employee_EMP038,South,2020-11-06
ORD03226,CUST0455,North,Clothing,Dress,EMP018,2022-11-21,5,323.83,1619.15,1619.15,Customer_CUST0455,26,Male,South,2020-08-17,Employee_EMP018,North,2019-01-11
ORD03227,CUST0167,South,Clothing,Shirt,EMP097,2023-01-10,7,834.17,5839.19,5839.19,Customer_CUST0167,34,Male,South,2023-05-27,Employee_EMP097,West,2021-09-18
ORD03228,CUST0579,North,Food,Bread,EMP098,2023-10-08,7,429.69,3007.83,3007.83,Customer_CUST0579,59,Female,South,2020-10-13,Employee_EMP098,West,2021-02-27
ORD03229,CUST0364,East,Clothing,Jacket,EMP035,2023-06-14,7,11.57,80.99000000000001,80.99000000000001,Customer_CUST0364,28,Female,West,2021-09-01,Employee_EMP035,North,2023-04-27
ORD03230,CUST0730,East,Furniture,Table,EMP027,2023-11-30,1,350.63,350.63,350.63,Customer_CUST0730,34,Female,West,2022-10-19,Employee_EMP027,North,2020-06-29
ORD03231,CUST0116,North,Food,Juice,EMP040,2022-10-27,3,457.66,1372.98,1372.98,Customer_CUST0116,29,Male,East,2023-04-06,Employee_EMP040,East,2020-08-17
